,content,norm,tokens,final
6722,like it,like it,['like'],like
6724,supper,supper,['supper'],supper
6728,es buena,es buena,"['es', 'buena']",es buena
6730,5 start,5 start,"['5', 'start']",5 start
6731,rahmath wali,rahmath wali,"['rahmath', 'wali']",rahmath wali
6733,masha allah,masha allah,"['masha', 'allah']",masha allah
6734,thanks ai,thank ai,"['thank', 'ai']",thank ai
6735,muito bom,muito bom,"['muito', 'bom']",muito bom
6736,very well,very well,[],
6738,ganda talaga,ganda talaga,"['ganda', 'talaga']",ganda talaga
6739,too ggggooooooodddd,too ggggooooooodddd,['ggggooooooodddd'],ggggooooooodddd
6740,muhle umsebenzi,muhle umsebenzi,"['muhle', 'umsebenzi']",muhle umsebenzi
6741,i like itttt,I like itttt,"['like', 'itttt']",like itttt
6747,"me ha encantado, siento que es ms fcil para mi y no me siento como mal si me equivoco porque la app explica muy bien las correciones.","I ha encantado , siento que es ms fcil para mi y no I siento como mal si I equivoco porque la app explica muy bien las correciones .","['ha', 'encantado', 'siento', 'que', 'es', 'ms', 'fcil', 'para', 'mi', 'y', 'siento', 'como', 'mal', 'si', 'equivoco', 'porque', 'la', 'app', 'explica', 'muy', 'bien', 'las', 'correciones']",ha encantado siento que es ms fcil para mi y siento como mal si equivoco porque la app explica muy bien las correciones
6748,obviously perfect,obviously perfect,"['obviously', 'perfect']",obviously perfect
6756,good convacation,good convacation,"['good', 'convacation']",good convacation
6760,very bad,very bad,['bad'],bad
6762,good experience.,good experience .,"['good', 'experience']",good experience
6782,nice.,nice .,['nice'],nice
6787,great appa,great appa,"['great', 'appa']",great appa
6789,wow great,wow great,"['wow', 'great']",wow great
6792,good appa,good appa,"['good', 'appa']",good appa
6794,so useful,so useful,['useful'],useful
6797,nice speaking,nice speak,"['nice', 'speak']",nice speak
6800,fantastic web,fantastic web,"['fantastic', 'web']",fantastic web
6801,good teacher,good teacher,"['good', 'teacher']",good teacher
6810,exceptionnal,exceptionnal,['exceptionnal'],exceptionnal
6823,to learn,to learn,['learn'],learn
6861,excited,excite,['excite'],excite
6868,zor gaplashishni rgatar ekan haqiqatdan maslahat beraman,zor gaplashishni rgatar ekan haqiqatdan maslahat beraman,"['zor', 'gaplashishni', 'rgatar', 'ekan', 'haqiqatdan', 'maslahat', 'beraman']",zor gaplashishni rgatar ekan haqiqatdan maslahat beraman
6875,that's awesome or it's the best app for learning english language with the most helpful way that everyone can have access to it and you can upgrade or make your english into the next level without any payments or fees that's perfect for people who aren't able to pay for real coachs or teachers in order to help them so that's why it's the best opportunity to improve you're english in to the next level. i personally say admire this app. thank you,that be awesome or it be the good app for learn english language with the most helpful way that everyone can have access to it and you can upgrade or make your english into the next level without any payment or fee that be perfect for people who be not able to pay for real coach or teacher in order to help they so that be why it be the good opportunity to improve you be english in to the next level . I personally say admire this app . thank you,"['awesome', 'good', 'app', 'learn', 'english', 'language', 'helpful', 'way', 'access', 'upgrade', 'english', 'level', 'payment', 'fee', 'perfect', 'people', 'able', 'pay', 'real', 'coach', 'teacher', 'order', 'help', 'good', 'opportunity', 'improve', 'english', 'level', 'personally', 'admire', 'app', 'thank']",awesome good app learn english language helpful way access upgrade english level payment fee perfect people able pay real coach teacher order help good opportunity improve english level personally admire app thank
6876,it is very good for learning english thanks learna,it be very good for learn english thank learna,"['good', 'learn', 'english', 'thank', 'learna']",good learn english thank learna
6877,cette application est super plus que super c'est juste que le temps est pour apprendre est trop peu,cette application est super plus que super c'est juste que le temps est pour apprendre est trop peu,"['cette', 'application', 'est', 'super', 'plus', 'que', 'super', ""c'est"", 'juste', 'que', 'le', 'temps', 'est', 'pour', 'apprendre', 'est', 'trop', 'peu']",cette application est super plus que super c'est juste que le temps est pour apprendre est trop peu
6878,bagus sangat belajar dengai ai saya basic english 0,bagus sangat belajar dengai ai saya basic english 0,"['bagus', 'sangat', 'belajar', 'dengai', 'ai', 'saya', 'basic', 'english', '0']",bagus sangat belajar dengai ai saya basic english 0
6879,"hay que pagar, psimo para una aplicacin.","hay que pagar , psimo para una aplicacin .","['hay', 'que', 'pagar', 'psimo', 'para', 'una', 'aplicacin']",hay que pagar psimo para una aplicacin
6880,very nice app to increase your confidence in speaking english,very nice app to increase your confidence in speak english,"['nice', 'app', 'increase', 'confidence', 'speak', 'english']",nice app increase confidence speak english
6881,awesome thanks for giving me chance to improve my dream,awesome thank for give I chance to improve my dream,"['awesome', 'thank', 'chance', 'improve', 'dream']",awesome thank chance improve dream
6882,.,.,[],
6883,good hindi mein baat kar sakte hain,good hindi mein baat kar sakte hain,"['good', 'hindi', 'mein', 'baat', 'kar', 'sakte', 'hain']",good hindi mein baat kar sakte hain
6885,actually have not tried it but based on people comments i believe it will great app,actually have not try it but base on people comment I believe it will great app,"['actually', 'try', 'base', 'people', 'comment', 'believe', 'great', 'app']",actually try base people comment believe great app
6886,great app. very easy to use,great app . very easy to use,"['great', 'app', 'easy', 'use']",great app easy use
6887,"nice app for english learning,ilike it","nice app for english learning , ilike it","['nice', 'app', 'english', 'learning', 'ilike']",nice app english learning ilike
6890,i have problems with the users interface,I have problem with the user interface,"['problem', 'user', 'interface']",problem user interface
6891,much good,much good,['good'],good
6892,quyyam malik nice,quyyam malik nice,"['quyyam', 'malik', 'nice']",quyyam malik nice
6895,nice beautiful,nice beautiful,"['nice', 'beautiful']",nice beautiful
6896,"excellent,if free","excellent , if free","['excellent', 'free']",excellent free
6898,good it's need to free,good it be need to free,"['good', 'need', 'free']",good need free
6899,i love how she is lovely,I love how she be lovely,"['love', 'lovely']",love lovely
6900,very great app i like it,very great app I like it,"['great', 'app', 'like']",great app like
6901,une bonne application pour apprendre l'anglais,une bonne application pour apprendre l'anglais,"['une', 'bonne', 'application', 'pour', 'apprendre', ""l'anglais""]",une bonne application pour apprendre l'anglais
6903,i'm learning to speak english,I be learn to speak english,"['learn', 'speak', 'english']",learn speak english
6904,easy n nice to learn,easy n nice to learn,"['easy', 'n', 'nice', 'learn']",easy n nice learn
6905,this app is an amazing and very useful,this app be an amazing and very useful,"['app', 'amazing', 'useful']",app amazing useful
6906,cabdi rashiid xaaji love,cabdi rashiid xaaji love,"['cabdi', 'rashiid', 'xaaji', 'love']",cabdi rashiid xaaji love
6907,nice apps ..,nice app ..,"['nice', 'app']",nice app
6908,"urdu ma bat nhi huti kia,....? though hai","urdu ma bat nhi huti kia , .... ? though hai","['urdu', 'ma', 'bat', 'nhi', 'huti', 'kia', 'hai']",urdu ma bat nhi huti kia hai
6909,nice nzuri sana naelewa sasa,nice nzuri sana naelewa sasa,"['nice', 'nzuri', 'sana', 'naelewa', 'sasa']",nice nzuri sana naelewa sasa
6910,i like it very interesting thank you,I like it very interesting thank you,"['like', 'interesting', 'thank']",like interesting thank
6911,awesome app for learning basics english,awesome app for learn basic english,"['awesome', 'app', 'learn', 'basic', 'english']",awesome app learn basic english
6912,very easy for me thank you,very easy for I thank you,"['easy', 'thank']",easy thank
6917,nice app!,nice app !,"['nice', 'app']",nice app
6922,really nice,really nice,['nice'],nice
6923,looking good,look good,"['look', 'good']",look good
6924,good english,good english,"['good', 'english']",good english
6926,perfect app.,perfect app .,"['perfect', 'app']",perfect app
6929,wonderful app,wonderful app,"['wonderful', 'app']",wonderful app
6938,it's actually good,it be actually good,"['actually', 'good']",actually good
6939,it's awesome for beginners,it be awesome for beginner,"['awesome', 'beginner']",awesome beginner
6940,it's really good english learner,it be really good english learner,"['good', 'english', 'learner']",good english learner
6946,wonderfull app,wonderfull app,"['wonderfull', 'app']",wonderfull app
6953,actually it's a perfect app,actually it be a perfect app,"['actually', 'perfect', 'app']",actually perfect app
6955,wow nice,wow nice,"['wow', 'nice']",wow nice
6956,love you,love you,['love'],love
6957,so great,so great,['great'],great
6958,very good and bast,very good and bast,"['good', 'bast']",good bast
6959,very easy to use,very easy to use,"['easy', 'use']",easy use
6960,i really appreciate for this application,I really appreciate for this application,"['appreciate', 'application']",appreciate application
6964,very beautiful platform,very beautiful platform,"['beautiful', 'platform']",beautiful platform
6965,amazingly,amazingly,['amazingly'],amazingly
6976,artificial intelligence,artificial intelligence,"['artificial', 'intelligence']",artificial intelligence
6980,its usefull,its usefull,['usefull'],usefull
6987,good communication,good communication,"['good', 'communication']",good communication
6993,great apk,great apk,"['great', 'apk']",great apk
6994,very productive,very productive,['productive'],productive
6998,great experience,great experience,"['great', 'experience']",great experience
7000,very better,very well,[],
7007,very interested,very interested,['interested'],interested
7009,"it's a nice app,","it be a nice app ,","['nice', 'app']",nice app
7013,wow amazing,wow amazing,"['wow', 'amazing']",wow amazing
7018,start very well good,start very well good,"['start', 'good']",start good
7019,ja tenho algum para praticar a fala do ingls,ja tenho algum para praticar a fala do ingls,"['ja', 'tenho', 'algum', 'para', 'praticar', 'fala', 'ingls']",ja tenho algum para praticar fala ingls
7020,es una muy buena forma de aprender ingles,es una muy buena forma de aprender ingle,"['es', 'una', 'muy', 'buena', 'forma', 'de', 'aprender', 'ingle']",es una muy buena forma de aprender ingle
7025,so great...,so great ...,['great'],great
7026,doing great,do great,['great'],great
7033,well-done,well - do,[],
7038,good 5,good 5,"['good', '5']",good 5
7039,excellent!,excellent !,['excellent'],excellent
7043,satisfactory,satisfactory,['satisfactory'],satisfactory
7051,easy,easy,['easy'],easy
7068,nicely,nicely,['nicely'],nicely
7073,wonderfull,wonderfull,['wonderfull'],wonderfull
7086,great ai,great ai,"['great', 'ai']",great ai
7107,supurb,supurb,['supurb'],supurb
7126,i admired,I admire,['admire'],admire
7251,liked,like,['like'],like
7266,the great,the great,['great'],great
7273,its gorgeous,its gorgeous,['gorgeous'],gorgeous
7275,recommended.,recommend .,['recommend'],recommend
7282,so so good,so so good,['good'],good
7287,great !,great !,['great'],great
7297,graet app,graet app,"['graet', 'app']",graet app
7303,loving app,love app,"['love', 'app']",love app
7307,out standing,out stand,['stand'],stand
7310,nice implement,nice implement,"['nice', 'implement']",nice implement
7311,great lesson,great lesson,"['great', 'lesson']",great lesson
7316,nice apk,nice apk,"['nice', 'apk']",nice apk
7327,best aap,well aap,['aap'],aap
7328,good helpful,good helpful,"['good', 'helpful']",good helpful
7334,educational training,educational training,"['educational', 'training']",educational training
7341,help full,help full,['help'],help
7346,excellent job,excellent job,"['excellent', 'job']",excellent job
7352,good performance,good performance,"['good', 'performance']",good performance
7356,so lovely,so lovely,['lovely'],lovely
7359,great al,great al,"['great', 'al']",great al
7376,work perfectly,work perfectly,"['work', 'perfectly']",work perfectly
7389,good quality,good quality,"['good', 'quality']",good quality
7391,awesome app,awesome app,"['awesome', 'app']",awesome app
7395,so interesting,so interesting,['interesting'],interesting
7400,the app is nice,the app be nice,"['app', 'nice']",app nice
7401,outstanding app,outstanding app,"['outstanding', 'app']",outstanding app
7403,informative app,informative app,"['informative', 'app']",informative app
7424,waw amazing,waw amazing,"['waw', 'amazing']",waw amazing
