,final,sentiment
1440,superb app learn english language,POSITIVE
1441,helpful easy use,POSITIVE
1442,amazing bit free,POSITIVE
1443,use demand 10usd week f expensive,NEGATIVE
1445,good learning,POSITIVE
1446,helpful app speak english amazing helpful practice speak improve conversation confede ce improve vocabulary,POSITIVE
1447,magnificent useful application thank,POSITIVE
1448,improve people know english great,POSITIVE
1449,good app english language,POSITIVE
1451,actually earn money.very small money invest time,NEGATIVE
1452,feel interactive,NEGATIVE
1453,good thing learn english app,POSITIVE
1454,amazing app improve english,POSITIVE
1455,application awsome english learning,NEGATIVE
1456,lerna app powerful app improve english,POSITIVE
1457,good child know english,POSITIVE
1460,good lean english,POSITIVE
1461,outstanding think learn,POSITIVE
1462,itx shah wow nice app english man non english,POSITIVE
1466,nice ai help imrove speaking easy use,POSITIVE
1467,inspire short time chart learna,POSITIVE
1468,goood suspence free amazing sweet,POSITIVE
1469,good al tutar larnar,POSITIVE
1470,new beginner learner,NEGATIVE
1471,scam stared app okay lecture tell pakage think free sri lanka,POSITIVE
1472,nice application learn genius english,POSITIVE
1473,think helpful hopefully free,POSITIVE
1474,perfect learn english,POSITIVE
1475,amazing exited install thia amazing app,POSITIVE
1477,superb application learn english,POSITIVE
1478,nice improve english,POSITIVE
1479,good english speaking,POSITIVE
1480,innovative helpful app,POSITIVE
1481,great app english learner,POSITIVE
1482,good improve speak learning,POSITIVE
1483,great app word lol,POSITIVE
1484,good study time,POSITIVE
1486,good app english learning,POSITIVE
1487,thank help improve language,POSITIVE
1488,hi hope time ask add language pashto afghanistan,POSITIVE
1490,currently enjoy thank developer app,POSITIVE
1491,start look great,POSITIVE
1492,good speak english,POSITIVE
1493,want 5 star amazing application,POSITIVE
1494,great apk learn english,POSITIVE
1496,good encourage download,POSITIVE
1497,need know fluent english communication,NEGATIVE
1498,guess good way improve english thank,POSITIVE
1499,help learner software,POSITIVE
1500,hello unsubscribe plan option setting,NEGATIVE
1502,time upload reply,NEGATIVE
1503,good english speak,POSITIVE
1504,free version good poor people,POSITIVE
1505,nice perfect english speaking,POSITIVE
1506,fantastic app learn english,POSITIVE
1507,tialot try wash masque pry read quran house launch hour rest sleep later day hantadheer listen suggesting community audience meeting finish team play dumnat evening write type witho,POSITIVE
1508,learn english grammar use app,NEGATIVE
1509,good app help achieve mission,POSITIVE
1510,nice practice english,POSITIVE
1511,nice practice english language,POSITIVE
1512,good nice app beginner,POSITIVE
1513,role play separate portion freely practice speaking,POSITIVE
1514,pay version mention,NEGATIVE
1515,great app learnig english language,POSITIVE
1517,app helpful flowly speak english,POSITIVE
1518,5 minute need pay,NEGATIVE
1519,useless thing download,NEGATIVE
1521,importance mange skill,POSITIVE
1522,good premeam,POSITIVE
1523,great app especially shy people,POSITIVE
1524,improve work thank alot,POSITIVE
1525,good easy learn,POSITIVE
1526,great app english emprovment,POSITIVE
1527,app amazing,POSITIVE
1528,great platform use,POSITIVE
1532,amazing wonderful app,POSITIVE
1533,v good app learn english,POSITIVE
1534,idea app good like hit button record answer hand free d 5,POSITIVE
1535,useless ad pay,NEGATIVE
1536,free lesson try launch app pay thank,POSITIVE
1537,great good ai check pronunciation,POSITIVE
1538,ai garbage work advertise download number high review pay,NEGATIVE
1539,basic application charge money professional app,NEGATIVE
1540,native language tamil improve notch english.kindly request add tamil app maybe lead download people,POSITIVE
1541,bad app like money 8 year old parent allow want learn english 25 second boom work bad app play store pls remove app pls download people,NEGATIVE
1542,time use short,NEGATIVE
1543,great app learn english hey team request remove pro app plez,POSITIVE
1544,good app learn need face face teacher,POSITIVE
1545,nice good,POSITIVE
1546,think great learn,POSITIVE
1547,wow perfect app use english improvement love app,POSITIVE
1548,perfect beginner like want learn speak english,POSITIVE
1549,nice opportunity learn english,POSITIVE
1550,nice bad free,POSITIVE
1552,nice app learn english,POSITIVE
1554,feel like talk real person love,POSITIVE
1555,great app recommend app,POSITIVE
1556,app cheat think free charge,POSITIVE
1557,easy leran,POSITIVE
1558,app good child,POSITIVE
1559,recommend app want learn speak english simple use customize advance study disappointed,NEGATIVE
1560,good app help lot improve english speaking skill adjust time practice outside productive day,POSITIVE
1561,difficult nice use app come know experience glad right speak good english like read talk,POSITIVE
1562,sorry disappointing app mention native language india hindi india national language use multiple language tamizh tamil,NEGATIVE
1564,great app ask ai change mode learn understand,POSITIVE
1565,good english improvement,POSITIVE
1566,welcome application know english language,POSITIVE
1568,app good help improve speaking feel talk real person,POSITIVE
1570,bad understand english try english,NEGATIVE
1571,star impression directly payment demo learn lesson directly connect bank account trial access,POSITIVE
1572,shy people overcome fear app,NEGATIVE
1573,enjoy,POSITIVE
1574,amazing like application,POSITIVE
1575,scamme app free step need pay,POSITIVE
1576,comfortable,POSITIVE
1577,good payment fee high,POSITIVE
1578,nice app enhace intelligence,POSITIVE
1580,great app especially student,POSITIVE
1581,educational app,NEGATIVE
1582,good app learn enjoy,POSITIVE
1585,helpfull improve skill,POSITIVE
1587,slow work thank reply,POSITIVE
1588,good trading app english,POSITIVE
1589,yes let check good,POSITIVE
1590,awesome app,POSITIVE
1591,cool clear teaching,POSITIVE
1592,app thief uninstalle cancel subscription month deduct payment sub account,NEGATIVE
1593,app simply work click microphone endless spinner,NEGATIVE
1594,grateful join site look long time ago,POSITIVE
1595,weakly english,NEGATIVE
1597,pay app promise ad free,POSITIVE
1599,excellent apk try,POSITIVE
1600,like teacher great application,POSITIVE
1601,nice good app student use,POSITIVE
1602,authority price high reach,POSITIVE
1603,nice appm free star 5,POSITIVE
1604,good help ue,POSITIVE
1605,great timer,POSITIVE
1606,like download app,POSITIVE
1607,app type learning possible,NEGATIVE
1608,work error,NEGATIVE
1609,prove english bad,NEGATIVE
1610,interest time period normal people,POSITIVE
1611,speak practice productive.i like app,POSITIVE
1612,bad want steal money,NEGATIVE
1613,totally pay version,NEGATIVE
1614,l feel good talk thank,POSITIVE
1615,great application learn practice,POSITIVE
1616,learn english wonderful,POSITIVE
1617,try minute appreciate app good,POSITIVE
1619,good thinking learna english,POSITIVE
1620,fake app beware application automatically withdraw money account,NEGATIVE
1621,grateful app fantastic help people,POSITIVE
1622,want refund suppose try free app money dana,POSITIVE
1623,recording voice text format free trial pay,POSITIVE
1624,bad want unsubscribe money,NEGATIVE
1625,aid people greet speak english fluently,POSITIVE
1626,bad game add,NEGATIVE
1627,helpful,POSITIVE
1630,teach speak english,NEGATIVE
1631,great application use like,POSITIVE
1632,amazing app think want,POSITIVE
1633,help learn english,POSITIVE
1634,nice application,POSITIVE
1635,need improve english,POSITIVE
1636,pay ai waste time money believe review 4or 5 star pay employee,NEGATIVE
1637,good money continue app,POSITIVE
1638,nice english,POSITIVE
1639,vary good app,POSITIVE
1640,guy good learn alot great app wish free affordable,POSITIVE
1641,pay app advertisment mention pay people download spend mobile datum understand free,POSITIVE
1642,great learn english voice message import learn voice listen easy learn english thank learna,POSITIVE
1643,pro version costly develop country great app,POSITIVE
1644,recently install open look forward open it.plz find solution,POSITIVE
1645,application gorgeous 100 like hope improve communication skill,POSITIVE
1646,teach english click diffrent block helpfull advice doulingo,NEGATIVE
1647,genial happy app,POSITIVE
1648,deserve single star rating totally rubbish application guy install app work,NEGATIVE
1649,good learna pronunciation clear,POSITIVE
1650,love app good guide teach practice speak english pronoucesion,POSITIVE
1651,good slightly correction voice feel creept,POSITIVE
1652,app ad hate work wish 0 star,NEGATIVE
1653,free app pay app expensive highly recommande install app,POSITIVE
1654,perfect learn,POSITIVE
1655,amazing bro learna talk me.i imagine wil star learna ai,POSITIVE
1656,subscribe pay automatically balance robber app,NEGATIVE
1657,refund money deduct automatically use app refund 400 peso,NEGATIVE
1659,good app sit right house learn speak english,POSITIVE
1660,love helpfully recommend english learning app 100 ty,POSITIVE
1661,iam simple person learna join tody try learn powerful,POSITIVE
1662,input hold button speak click speak click speak difficult hold button activity talk,NEGATIVE
1663,need improve selection native language add custom language,POSITIVE
1664,waste app world bad pay ask play store free app lose money,NEGATIVE
1665,instal use app use underhanded advertising practice force push play store,POSITIVE
1666,payment taking app 5 star bad waste time,NEGATIVE
1667,pay app use subscribe chatgpt pay version,NEGATIVE
1668,3 day plan pay use debit card remove card option,NEGATIVE
1669,useless app poor people app need money help proper lanvage practice sad app app world crazy rich people,NEGATIVE
1670,good app improve emglish,POSITIVE
1671,install app add bank card detail google instal app deduct money account,NEGATIVE
1672,happy,POSITIVE
1673,great app like appreciate effort,POSITIVE
1674,thi aap soo good,POSITIVE
1675,super good recommend app beginner,POSITIVE
1677,good english speak lern app,POSITIVE
1678,helpful improve advance learn english,POSITIVE
1679,good improve,POSITIVE
1680,far good,POSITIVE
1681,good experience,POSITIVE
1682,useful helpful app,POSITIVE
1683,like application sweet,POSITIVE
1685,enjoy try,POSITIVE
1687,pls money need,POSITIVE
1688,bad cheet app repot,NEGATIVE
1689,think right app come right,NEGATIVE
1690,teach basic english knowledge,NEGATIVE
1691,use learning ai helpful,POSITIVE
1692,start use know good,POSITIVE
1693,easy use,POSITIVE
1694,good english teacher,POSITIVE
1695,great platform,POSITIVE
1696,mind book read truth bring low lift wi,POSITIVE
